timestamp,name,playing,visits,visitschange,favoritedCount,favoritedchange,upVotes,upVoteschange,downVotes,downVoteschange,upVotespercentage
2025-01-04 05:42:59,🌊🛩️ Itty Bitty Airport [BETA] ,99,6244841,0,146820,0,31662,0,3975,0,0.0
2025-01-04 07:13:58,🌊🛩️ Itty Bitty Airport [BETA] ,107,6245362,521,146823,3,31664,2,3975,0,88.84648839754202
2025-01-04 17:12:42,🌊🛩️ Itty Bitty Airport [BETA] ,85,6246932,1570,146835,12,31670,6,3977,2,88.8433809296715
