timestamp,name,playing,visits,visitschange,favoritedCount,favoritedchange,upVotes,upVoteschange,downVotes,downVoteschange,upVotespercentage
2025-01-03 20:03:54,West Wood [CHRISTMAS],55,2899250,0,80740,0,13732,0,1412,0,0.0
2025-01-03 20:13:54,West Wood [CHRISTMAS],46,2899281,31,80740,0,13732,0,1412,0,90.67617538298997
2025-01-03 20:23:55,West Wood [CHRISTMAS],50,2899297,16,80740,0,13733,1,1412,0,90.67679102013867
2025-01-03 20:33:56,West Wood [CHRISTMAS],48,2899317,20,80741,1,13734,1,1412,0,90.67740657599366
2025-01-03 20:43:57,West Wood [CHRISTMAS],44,2899338,21,80741,0,13734,0,1412,0,90.67740657599366
2025-01-03 20:53:57,West Wood [CHRISTMAS],54,2899362,24,80743,2,13734,0,1412,0,90.67740657599366
2025-01-03 21:03:58,West Wood [CHRISTMAS],49,2899380,18,80742,-1,13734,0,1412,0,90.67740657599366
2025-01-03 21:13:59,West Wood [CHRISTMAS],45,2899420,40,80742,0,13734,0,1412,0,90.67740657599366
2025-01-03 21:24:00,West Wood [CHRISTMAS],41,2899456,36,80741,-1,13734,0,1412,0,90.67740657599366
2025-01-03 21:34:00,West Wood [CHRISTMAS],46,2899469,13,80740,-1,13734,0,1412,0,90.67740657599366
2025-01-03 21:44:01,West Wood [CHRISTMAS],39,2899500,31,80739,-1,13734,0,1412,0,90.67740657599366
2025-01-03 21:54:02,West Wood [CHRISTMAS],38,2899509,9,80739,0,13734,0,1412,0,90.67740657599366
2025-01-03 22:04:02,West Wood [CHRISTMAS],46,2899525,16,80738,-1,13734,0,1412,0,90.67740657599366
2025-01-03 22:14:03,West Wood [CHRISTMAS],37,2899546,21,80738,0,13734,0,1412,0,90.67740657599366
2025-01-03 22:24:04,West Wood [CHRISTMAS],33,2899567,21,80738,0,13734,0,1412,0,90.67740657599366
2025-01-03 22:34:04,West Wood [CHRISTMAS],34,2899585,18,80737,-1,13734,0,1412,0,90.67740657599366
2025-01-03 22:44:05,West Wood [CHRISTMAS],29,2899608,23,80737,0,13734,0,1412,0,90.67740657599366
2025-01-03 22:54:06,West Wood [CHRISTMAS],37,2899621,13,80737,0,13734,0,1412,0,90.67740657599366
2025-01-03 23:04:06,West Wood [CHRISTMAS],31,2899654,33,80736,-1,13734,0,1412,0,90.67740657599366
2025-01-03 23:14:07,West Wood [CHRISTMAS],44,2899670,16,80736,0,13734,0,1412,0,90.67740657599366
2025-01-03 23:24:08,West Wood [CHRISTMAS],52,2899697,27,80736,0,13734,0,1412,0,90.67740657599366
2025-01-03 23:34:08,West Wood [CHRISTMAS],55,2899727,30,80736,0,13734,0,1412,0,90.67740657599366
2025-01-03 23:44:09,West Wood [CHRISTMAS],54,2899759,32,80736,0,13734,0,1412,0,90.67740657599366
2025-01-03 23:54:10,West Wood [CHRISTMAS],60,2899794,35,80737,1,13735,1,1412,0,90.67802205057107
2025-01-04 00:04:11,West Wood [CHRISTMAS],65,2899832,38,80737,0,13735,0,1412,0,90.67802205057107
2025-01-04 00:14:11,West Wood [CHRISTMAS],71,2899849,17,80737,0,13735,0,1412,0,90.67802205057107
2025-01-04 00:24:12,West Wood [CHRISTMAS],69,2899883,34,80737,0,13735,0,1412,0,90.67802205057107
2025-01-04 00:34:13,West Wood [CHRISTMAS],78,2899903,20,80736,-1,13736,1,1412,0,90.67863744388698
2025-01-04 00:44:13,West Wood [CHRISTMAS],72,2899946,43,80736,0,13736,0,1412,0,90.67863744388698
2025-01-04 00:54:14,West Wood [CHRISTMAS],86,2899978,32,80738,2,13736,0,1412,0,90.67863744388698
2025-01-04 01:04:15,West Wood [CHRISTMAS],86,2900010,32,80738,0,13736,0,1412,0,90.67863744388698
2025-01-04 01:14:15,West Wood [CHRISTMAS],85,2900049,39,80738,0,13736,0,1412,0,90.67863744388698
2025-01-04 01:24:16,West Wood [CHRISTMAS],106,2900082,33,80739,1,13736,0,1412,0,90.67863744388698
2025-01-04 01:34:17,West Wood [CHRISTMAS],88,2900122,40,80738,-1,13736,0,1412,0,90.67863744388698
2025-01-04 01:44:17,West Wood [CHRISTMAS],94,2900164,42,80740,2,13736,0,1412,0,90.67863744388698
2025-01-04 01:54:18,West Wood [CHRISTMAS],92,2900199,35,80741,1,13736,0,1412,0,90.67863744388698
2025-01-04 02:04:19,West Wood [CHRISTMAS],79,2900247,48,80742,1,13736,0,1412,0,90.67863744388698
2025-01-04 02:14:19,West Wood [CHRISTMAS],76,2900285,38,80742,0,13736,0,1412,0,90.67863744388698
2025-01-04 02:24:20,West Wood [CHRISTMAS],80,2900319,34,80742,0,13736,0,1412,0,90.67863744388698
