timestamp,name,playing,visits,visitschange,favoritedCount,favoritedchange,upVotes,upVoteschange,downVotes,downVoteschange,upVotespercentage
2025-01-03 20:03:54,Streamlined [ALPHA],32,2259576,0,62376,0,13932,0,1015,0,0.0
2025-01-03 20:13:54,Streamlined [ALPHA],41,2259586,10,62377,1,13932,0,1015,0,93.20933966682277
2025-01-03 20:23:55,Streamlined [ALPHA],40,2259604,18,62377,0,13932,0,1015,0,93.20933966682277
2025-01-03 20:33:56,Streamlined [ALPHA],38,2259613,9,62377,0,13932,0,1015,0,93.20933966682277
2025-01-03 20:43:57,Streamlined [ALPHA],44,2259627,14,62378,1,13932,0,1015,0,93.20933966682277
2025-01-03 20:53:57,Streamlined [ALPHA],49,2259636,9,62378,0,13932,0,1015,0,93.20933966682277
2025-01-03 21:03:58,Streamlined [ALPHA],51,2259652,16,62378,0,13932,0,1015,0,93.20933966682277
2025-01-03 21:13:59,Streamlined [ALPHA],47,2259666,14,62379,1,13932,0,1015,0,93.20933966682277
2025-01-03 21:24:00,Streamlined [ALPHA],40,2259688,22,62380,1,13932,0,1015,0,93.20933966682277
2025-01-03 21:34:00,Streamlined [ALPHA],35,2259704,16,62380,0,13932,0,1015,0,93.20933966682277
2025-01-03 21:44:01,Streamlined [ALPHA],38,2259717,13,62380,0,13933,1,1015,0,93.20979395236822
2025-01-03 21:54:02,Streamlined [ALPHA],39,2259734,17,62380,0,13933,0,1015,0,93.20979395236822
2025-01-03 22:04:02,Streamlined [ALPHA],40,2259755,21,62380,0,13933,0,1015,0,93.20979395236822
2025-01-03 22:14:03,Streamlined [ALPHA],39,2259772,17,62380,0,13933,0,1015,0,93.20979395236822
2025-01-03 22:24:04,Streamlined [ALPHA],41,2259790,18,62380,0,13933,0,1015,0,93.20979395236822
2025-01-03 22:34:04,Streamlined [ALPHA],40,2259806,16,62381,1,13933,0,1015,0,93.20979395236822
2025-01-03 22:44:05,Streamlined [ALPHA],45,2259819,13,62382,1,13933,0,1015,0,93.20979395236822
2025-01-03 22:54:06,Streamlined [ALPHA],44,2259845,26,62383,1,13933,0,1015,0,93.20979395236822
2025-01-03 23:04:06,Streamlined [ALPHA],44,2259866,21,62383,0,13933,0,1015,0,93.20979395236822
2025-01-03 23:14:07,Streamlined [ALPHA],37,2259886,20,62383,0,13933,0,1015,0,93.20979395236822
2025-01-03 23:24:08,Streamlined [ALPHA],34,2259903,17,62383,0,13933,0,1015,0,93.20979395236822
2025-01-03 23:34:08,Streamlined [ALPHA],36,2259920,17,62383,0,13933,0,1015,0,93.20979395236822
2025-01-03 23:44:09,Streamlined [ALPHA],39,2259937,17,62384,1,13934,1,1015,0,93.2102481771356
2025-01-03 23:54:10,Streamlined [ALPHA],43,2259956,19,62386,2,13934,0,1015,0,93.2102481771356
2025-01-04 00:04:11,Streamlined [ALPHA],42,2259976,20,62386,0,13934,0,1015,0,93.2102481771356
2025-01-04 00:14:11,Streamlined [ALPHA],40,2259990,14,62387,1,13935,1,1015,0,93.21070234113712
2025-01-04 00:24:12,Streamlined [ALPHA],46,2260000,10,62387,0,13935,0,1015,0,93.21070234113712
2025-01-04 00:34:13,Streamlined [ALPHA],39,2260026,26,62387,0,13935,0,1015,0,93.21070234113712
2025-01-04 00:44:13,Streamlined [ALPHA],45,2260035,9,62387,0,13935,0,1015,0,93.21070234113712
2025-01-04 00:54:14,Streamlined [ALPHA],53,2260049,14,62387,0,13935,0,1015,0,93.21070234113712
2025-01-04 01:04:15,Streamlined [ALPHA],54,2260070,21,62387,0,13935,0,1015,0,93.21070234113712
2025-01-04 01:14:15,Streamlined [ALPHA],55,2260087,17,62387,0,13935,0,1015,0,93.21070234113712
2025-01-04 01:24:16,Streamlined [ALPHA],42,2260111,24,62387,0,13935,0,1015,0,93.21070234113712
2025-01-04 01:34:17,Streamlined [ALPHA],51,2260120,9,62388,1,13935,0,1015,0,93.21070234113712
2025-01-04 01:44:17,Streamlined [ALPHA],49,2260141,21,62388,0,13935,0,1015,0,93.21070234113712
2025-01-04 01:54:18,Streamlined [ALPHA],48,2260162,21,62388,0,13935,0,1015,0,93.21070234113712
2025-01-04 02:04:19,Streamlined [ALPHA],54,2260183,21,62388,0,13935,0,1015,0,93.21070234113712
2025-01-04 02:14:19,Streamlined [ALPHA],51,2260202,19,62388,0,13935,0,1015,0,93.21070234113712
2025-01-04 02:24:20,Streamlined [ALPHA],50,2260224,22,62388,0,13935,0,1015,0,93.21070234113712
2025-01-04 02:34:21,Streamlined [ALPHA],56,2260244,20,62388,0,13935,0,1015,0,93.21070234113712
2025-01-04 02:44:22,Streamlined [ALPHA],54,2260268,24,62388,0,13935,0,1015,0,93.21070234113712
2025-01-04 02:54:22,Streamlined [ALPHA],59,2260289,21,62388,0,13935,0,1015,0,93.21070234113712
2025-01-04 03:04:23,Streamlined [ALPHA],69,2260312,23,62389,1,13935,0,1015,0,93.21070234113712
2025-01-04 03:14:24,Streamlined [ALPHA],72,2260335,23,62389,0,13935,0,1015,0,93.21070234113712
2025-01-04 03:24:24,Streamlined [ALPHA],68,2260359,24,62389,0,13935,0,1015,0,93.21070234113712
2025-01-04 03:34:25,Streamlined [ALPHA],65,2260383,24,62389,0,13935,0,1015,0,93.21070234113712
2025-01-04 03:44:26,Streamlined [ALPHA],59,2260409,26,62389,0,13935,0,1015,0,93.21070234113712
2025-01-04 03:54:26,Streamlined [ALPHA],62,2260437,28,62390,1,13935,0,1015,0,93.21070234113712
2025-01-04 04:04:27,Streamlined [ALPHA],46,2260472,35,62391,1,13935,0,1015,0,93.21070234113712
2025-01-04 04:14:28,Streamlined [ALPHA],60,2260486,14,62392,1,13935,0,1015,0,93.21070234113712
2025-01-04 04:24:29,Streamlined [ALPHA],59,2260499,13,62393,1,13935,0,1015,0,93.21070234113712
2025-01-04 04:34:29,Streamlined [ALPHA],55,2260528,29,62393,0,13935,0,1015,0,93.21070234113712
2025-01-04 04:44:30,Streamlined [ALPHA],60,2260543,15,62393,0,13935,0,1015,0,93.21070234113712
