timestamp,name,playing,visits,visitschange,favoritedCount,favoritedchange,upVotes,upVoteschange,downVotes,downVoteschange,upVotespercentage
2025-01-03 15:42:30,Itty Bitty City,147,6110279,0,190555,0,24021,0,5322,0,0.0
2025-01-03 18:34:46,Itty Bitty City,135,6111584,1305,190561,6,24022,1,5322,0,81.863413304253
2025-01-03 18:45:47,Itty Bitty City,128,6111638,54,190561,0,24022,0,5322,0,81.863413304253
2025-01-03 18:55:00,Itty Bitty City,134,6111703,65,190561,0,24022,0,5322,0,81.863413304253
2025-01-03 18:58:12,Itty Bitty City,129,6111727,24,190563,2,24022,0,5322,0,81.863413304253
2025-01-03 19:04:05,Itty Bitty City,119,6111766,39,190563,0,24022,0,5322,0,81.863413304253
2025-01-03 19:06:27,Itty Bitty City,122,6111777,11,190563,0,24022,0,5322,0,81.863413304253
2025-01-03 19:06:54,Itty Bitty City,122,6111785,8,190563,0,24022,0,5322,0,81.863413304253
2025-01-03 19:08:12,Itty Bitty City,122,6111794,9,190563,0,24022,0,5322,0,81.863413304253
2025-01-03 19:08:36,Itty Bitty City,123,6111797,3,190563,0,24022,0,5322,0,81.863413304253
2025-01-03 19:18:03,Itty Bitty City,119,6111858,61,190563,0,24022,0,5322,0,81.863413304253
2025-01-03 19:18:38,Itty Bitty City,110,6111858,0,190563,0,24022,0,5322,0,81.863413304253
2025-01-03 19:18:58,Itty Bitty City,110,6111858,0,190563,0,24022,0,5322,0,81.863413304253
2025-01-03 19:19:19,Itty Bitty City,110,6111864,6,190563,0,24022,0,5322,0,81.863413304253
2025-01-03 19:24:06,Itty Bitty City,119,6111889,25,190563,0,24022,0,5322,0,81.863413304253
2025-01-03 19:34:06,Itty Bitty City,114,6111969,80,190564,1,24022,0,5322,0,81.863413304253
2025-01-03 19:44:07,Itty Bitty City,111,6112023,54,190564,0,24023,1,5322,0,81.86403135116716
2025-01-03 19:54:08,Itty Bitty City,106,6112057,34,190565,1,24023,0,5322,0,81.86403135116716
2025-01-03 20:03:54,Itty Bitty City,113,6112098,41,190565,0,24023,0,5322,0,81.86403135116716
2025-01-03 20:13:54,Itty Bitty City,114,6112147,49,190566,1,24024,1,5322,0,81.86464935595993
2025-01-03 20:23:55,Itty Bitty City,113,6112199,52,190568,2,24024,0,5322,0,81.86464935595993
2025-01-03 20:33:56,Itty Bitty City,107,6112250,51,190569,1,24024,0,5322,0,81.86464935595993
2025-01-03 20:43:57,Itty Bitty City,99,6112293,43,190569,0,24024,0,5322,0,81.86464935595993
2025-01-03 20:53:57,Itty Bitty City,102,6112346,53,190569,0,24026,2,5322,0,81.86588523919859
2025-01-03 21:03:58,Itty Bitty City,120,6112390,44,190571,2,24026,0,5322,0,81.86588523919859
2025-01-03 21:13:59,Itty Bitty City,111,6112444,54,190572,1,24026,0,5322,0,81.86588523919859
2025-01-03 21:24:00,Itty Bitty City,99,6112489,45,190572,0,24026,0,5322,0,81.86588523919859
2025-01-03 21:34:00,Itty Bitty City,87,6112545,56,190573,1,24026,0,5322,0,81.86588523919859
