timestamp,name,playing,visits,visitschange,favoritedCount,favoritedchange,upVotes,upVoteschange,downVotes,downVoteschange,upVotespercentage
2025-01-04 20:40:01,[🎁]Pet Paradise 55🐾 ,30,27843,0,393,0,295,0,115,0,0.0
2025-01-04 20:50:00,[🎁]Pet Paradise 55🐾 ,33,27871,28,393,0,295,0,115,0,71.95121951219512
2025-01-04 21:00:00,[🎁]Pet Paradise 55🐾 ,26,27890,19,393,0,295,0,115,0,71.95121951219512
2025-01-04 21:10:01,[🎁]Pet Paradise 55🐾 ,38,27917,27,393,0,295,0,115,0,71.95121951219512
2025-01-04 21:20:01,[🎁]Pet Paradise 55🐾 ,34,27944,27,393,0,295,0,115,0,71.95121951219512
2025-01-04 21:30:01,[🎁]Pet Paradise 55🐾 ,30,27963,19,393,0,295,0,115,0,71.95121951219512
2025-01-04 21:40:01,[🎁]Pet Paradise 55🐾 ,35,27978,15,394,1,296,1,115,0,72.01946472019465
2025-01-04 21:50:01,[🎁]Pet Paradise 55🐾 ,34,27998,20,395,1,296,0,115,0,72.01946472019465
2025-01-04 22:00:00,[🎁]Pet Paradise 55🐾 ,32,28017,19,395,0,296,0,115,0,72.01946472019465
2025-01-04 22:10:00,[🎁]Pet Paradise 55🐾 ,34,28039,22,396,1,296,0,115,0,72.01946472019465
2025-01-04 22:20:00,[🎁]Pet Paradise 55🐾 ,34,28061,22,396,0,297,1,115,0,72.0873786407767
2025-01-04 22:30:00,[🎁]Pet Paradise 55🐾 ,33,28084,23,396,0,297,0,115,0,72.0873786407767
2025-01-04 22:40:01,[🎁]Pet Paradise 55🐾 ,30,28113,29,396,0,297,0,115,0,72.0873786407767
2025-01-04 22:50:01,[🎁]Pet Paradise 55🐾 ,31,28132,19,396,0,297,0,115,0,72.0873786407767
2025-01-04 23:00:01,[🎁]Pet Paradise 55🐾 ,34,28169,37,396,0,298,1,115,0,72.15496368038741
2025-01-04 23:10:01,[🎁]Pet Paradise 55🐾 ,34,28214,45,396,0,298,0,115,0,72.15496368038741
2025-01-04 23:20:01,[🎁]Pet Paradise 55🐾 ,28,28245,31,396,0,299,1,115,0,72.22222222222221
2025-01-04 23:30:01,[🎁]Pet Paradise 55🐾 ,23,28265,20,396,0,299,0,115,0,72.22222222222221
2025-01-04 23:40:00,[🎁]Pet Paradise 55🐾 ,24,28279,14,396,0,299,0,115,0,72.22222222222221
2025-01-04 23:50:00,[🎁]Pet Paradise 55🐾 ,21,28307,28,397,1,301,2,115,0,72.35576923076923
2025-01-05 00:00:01,[🎁]Pet Paradise 55🐾 ,19,28321,14,398,1,301,0,115,0,72.35576923076923
2025-01-05 00:10:01,[🎁]Pet Paradise 55🐾 ,19,28339,18,398,0,301,0,116,1,72.18225419664267
2025-01-05 00:20:01,[🎁]Pet Paradise 55🐾 ,17,28347,8,398,0,301,0,116,0,72.18225419664267
2025-01-05 00:30:00,[🎁]Pet Paradise 55🐾 ,15,28362,15,398,0,301,0,116,0,72.18225419664267
2025-01-05 00:40:00,[🎁]Pet Paradise 55🐾 ,19,28368,6,398,0,301,0,116,0,72.18225419664267
