timestamp,name,playing,visits,visitschange,favoritedCount,favoritedchange,upVotes,upVoteschange,downVotes,downVoteschange,upVotespercentage
2025-01-04 20:50:00,🎄 Custom Car Tycoon! 🚗,38,1015369,0,49924,0,3525,0,900,0,0.0
2025-01-04 21:00:00,🎄 Custom Car Tycoon! 🚗,36,1015392,23,49924,0,3525,0,900,0,79.66101694915254
2025-01-04 21:10:01,🎄 Custom Car Tycoon! 🚗,34,1015411,19,49927,3,3525,0,900,0,79.66101694915254
2025-01-04 21:20:01,🎄 Custom Car Tycoon! 🚗,36,1015428,17,49929,2,3525,0,900,0,79.66101694915254
2025-01-04 21:30:01,🎄 Custom Car Tycoon! 🚗,41,1015449,21,49931,2,3525,0,900,0,79.66101694915254
2025-01-04 21:40:01,🎄 Custom Car Tycoon! 🚗,47,1015463,14,49932,1,3525,0,900,0,79.66101694915254
2025-01-04 21:50:01,🎄 Custom Car Tycoon! 🚗,47,1015492,29,49932,0,3525,0,900,0,79.66101694915254
2025-01-04 22:00:00,🎄 Custom Car Tycoon! 🚗,48,1015516,24,49932,0,3525,0,900,0,79.66101694915254
2025-01-04 22:10:00,🎄 Custom Car Tycoon! 🚗,37,1015548,32,49933,1,3525,0,900,0,79.66101694915254
2025-01-04 22:20:00,🎄 Custom Car Tycoon! 🚗,45,1015573,25,49935,2,3525,0,900,0,79.66101694915254
2025-01-04 22:30:00,🎄 Custom Car Tycoon! 🚗,38,1015603,30,49937,2,3525,0,900,0,79.66101694915254
2025-01-04 22:40:01,🎄 Custom Car Tycoon! 🚗,34,1015629,26,49939,2,3525,0,900,0,79.66101694915254
2025-01-04 22:50:01,🎄 Custom Car Tycoon! 🚗,39,1015645,16,49940,1,3525,0,900,0,79.66101694915254
2025-01-04 23:00:01,🎄 Custom Car Tycoon! 🚗,32,1015663,18,49942,2,3525,0,900,0,79.66101694915254
2025-01-04 23:10:01,🎄 Custom Car Tycoon! 🚗,39,1015679,16,49943,1,3525,0,900,0,79.66101694915254
2025-01-04 23:20:01,🎄 Custom Car Tycoon! 🚗,32,1015701,22,49944,1,3525,0,900,0,79.66101694915254
2025-01-04 23:30:01,🎄 Custom Car Tycoon! 🚗,28,1015728,27,49945,1,3525,0,900,0,79.66101694915254
2025-01-04 23:40:00,🎄 Custom Car Tycoon! 🚗,25,1015742,14,49946,1,3525,0,900,0,79.66101694915254
2025-01-04 23:50:00,🎄 Custom Car Tycoon! 🚗,34,1015759,17,49946,0,3525,0,900,0,79.66101694915254
2025-01-05 00:00:01,🎄 Custom Car Tycoon! 🚗,27,1015781,22,49946,0,3525,0,900,0,79.66101694915254
2025-01-05 00:10:01,🎄 Custom Car Tycoon! 🚗,27,1015796,15,49946,0,3525,0,900,0,79.66101694915254
2025-01-05 00:20:01,🎄 Custom Car Tycoon! 🚗,26,1015828,32,49947,1,3525,0,900,0,79.66101694915254
2025-01-05 00:30:00,🎄 Custom Car Tycoon! 🚗,28,1015849,21,49949,2,3526,1,900,0,79.66561229100768
2025-01-05 00:40:00,🎄 Custom Car Tycoon! 🚗,25,1015868,19,49949,0,3526,0,900,0,79.66561229100768
