timestamp,name,playing,visits,visitschange,favoritedCount,favoritedchange,upVotes,upVoteschange,downVotes,downVoteschange,upVotespercentage
2025-01-03 20:03:54,Steam & Steel,52,987381,0,31893,0,3838,0,305,0,0.0
2025-01-03 20:13:54,Steam & Steel,48,987395,14,31893,0,3838,0,305,0,92.6381848901762
2025-01-03 20:23:55,Steam & Steel,44,987405,10,31894,1,3838,0,305,0,92.6381848901762
2025-01-03 20:33:56,Steam & Steel,36,987417,12,31895,1,3838,0,305,0,92.6381848901762
2025-01-03 20:43:57,Steam & Steel,38,987427,10,31895,0,3838,0,305,0,92.6381848901762
2025-01-03 20:53:57,Steam & Steel,37,987434,7,31895,0,3838,0,305,0,92.6381848901762
2025-01-03 21:03:58,Steam & Steel,33,987446,12,31895,0,3838,0,305,0,92.6381848901762
2025-01-03 21:13:59,Steam & Steel,31,987455,9,31894,-1,3838,0,305,0,92.6381848901762
2025-01-03 21:24:00,Steam & Steel,30,987459,4,31894,0,3838,0,305,0,92.6381848901762
2025-01-03 21:34:00,Steam & Steel,34,987462,3,31894,0,3838,0,305,0,92.6381848901762
2025-01-03 21:44:01,Steam & Steel,32,987466,4,31895,1,3838,0,305,0,92.6381848901762
2025-01-03 21:54:02,Steam & Steel,33,987473,7,31895,0,3838,0,305,0,92.6381848901762
2025-01-03 22:04:02,Steam & Steel,33,987479,6,31895,0,3838,0,305,0,92.6381848901762
2025-01-03 22:14:03,Steam & Steel,27,987486,7,31894,-1,3838,0,305,0,92.6381848901762
2025-01-03 22:24:04,Steam & Steel,22,987495,9,31894,0,3838,0,305,0,92.6381848901762
2025-01-03 22:34:04,Steam & Steel,23,987501,6,31894,0,3838,0,305,0,92.6381848901762
2025-01-03 22:44:05,Steam & Steel,22,987505,4,31894,0,3838,0,305,0,92.6381848901762
2025-01-03 22:54:06,Steam & Steel,21,987507,2,31896,2,3838,0,305,0,92.6381848901762
2025-01-03 23:04:06,Steam & Steel,25,987513,6,31896,0,3838,0,305,0,92.6381848901762
2025-01-03 23:14:07,Steam & Steel,25,987523,10,31897,1,3838,0,305,0,92.6381848901762
2025-01-03 23:24:08,Steam & Steel,27,987533,10,31897,0,3838,0,305,0,92.6381848901762
2025-01-03 23:34:08,Steam & Steel,28,987537,4,31897,0,3838,0,305,0,92.6381848901762
2025-01-03 23:44:09,Steam & Steel,34,987547,10,31897,0,3838,0,305,0,92.6381848901762
